Type,Frame,Angle
BezierQuaternion,607,-18.1551
BezierQuaternion,608,-18.1361
BezierQuaternion,609,-18.0777
BezierQuaternion,610,-17.9725
BezierQuaternion,611,-17.8197
BezierQuaternion,612,-17.625
BezierQuaternion,613,-17.394
BezierQuaternion,614,-17.1327
BezierQuaternion,615,-16.8471
BezierQuaternion,616,-16.5431
BezierQuaternion,617,-16.2263
BezierQuaternion,618,-15.9024
BezierQuaternion,619,-15.5764
BezierQuaternion,620,-15.2535
BezierQuaternion,621,-14.9383
BezierQuaternion,622,-14.6354
BezierQuaternion,623,-14.3491
BezierQuaternion,624,-14.0836
BezierQuaternion,625,-13.8429
BezierQuaternion,626,-13.6311
BezierQuaternion,627,-13.4524
BezierQuaternion,628,-13.3109
BezierQuaternion,629,-13.211
BezierQuaternion,630,-13.1574
BezierQuaternion,631,-13.1396
BezierQuaternion,632,-13.144
BezierQuaternion,633,-13.1708
BezierQuaternion,634,-13.2205
BezierQuaternion,635,-13.2935
BezierQuaternion,636,-13.3903
BezierQuaternion,637,-13.5112
BezierQuaternion,638,-13.6563
BezierQuaternion,639,-13.8258
BezierQuaternion,640,-14.0194
BezierQuaternion,641,-14.2366
BezierQuaternion,642,-14.4767
BezierQuaternion,643,-14.7387
BezierQuaternion,644,-15.0211
BezierQuaternion,645,-15.3223
BezierQuaternion,646,-15.6405
BezierQuaternion,647,-15.9733
BezierQuaternion,648,-16.3185
BezierQuaternion,649,-16.6735
BezierQuaternion,650,-17.0354
BezierQuaternion,651,-17.4017
BezierQuaternion,652,-17.775
BezierQuaternion,653,-18.1602
BezierQuaternion,654,-18.5577
BezierQuaternion,655,-18.9678
BezierQuaternion,656,-19.3907
BezierQuaternion,657,-19.8265
BezierQuaternion,658,-20.275
BezierQuaternion,659,-20.7361
BezierQuaternion,660,-21.2093
BezierQuaternion,661,-21.6944
BezierQuaternion,662,-22.1907
BezierQuaternion,663,-22.6978
BezierQuaternion,664,-23.2153
BezierQuaternion,665,-23.7429
BezierQuaternion,666,-24.2803
BezierQuaternion,667,-24.8278
BezierQuaternion,668,-25.3857
