Type,Frame,Angle
Bezier Euler,375,-6.63229
Bezier Euler,376,-6.70892
Bezier Euler,377,-6.77383
Bezier Euler,378,-6.8271
Bezier Euler,379,-6.86136
Bezier Euler,380,-6.87062
Bezier Euler,381,-6.85705
Bezier Euler,382,-6.82278
Bezier Euler,383,-6.76998
Bezier Euler,384,-6.70077
Bezier Euler,385,-6.61732
Bezier Euler,386,-6.52178
Bezier Euler,387,-6.41629
Bezier Euler,388,-6.30299
Bezier Euler,389,-6.18405
Bezier Euler,390,-6.06161
Bezier Euler,391,-5.93781
Bezier Euler,392,-5.81481
Bezier Euler,393,-5.69475
Bezier Euler,394,-5.57979
Bezier Euler,395,-5.47206
Bezier Euler,396,-5.37373
Bezier Euler,397,-5.28694
Bezier Euler,398,-5.21384
Bezier Euler,399,-5.15657
Bezier Euler,400,-5.10095
Bezier Euler,401,-5.03306
Bezier Euler,402,-4.95543
Bezier Euler,403,-4.8706
Bezier Euler,404,-4.7811
Bezier Euler,405,-4.68947
Bezier Euler,406,-4.59824
Bezier Euler,407,-4.50997
Bezier Euler,408,-4.42717
Bezier Euler,409,-4.35239
Bezier Euler,410,-4.28817
Bezier Euler,411,-4.23704
Bezier Euler,412,-4.20154
Bezier Euler,413,-4.1842
Bezier Euler,414,-4.18757
Bezier Euler,415,-4.21417
Bezier Euler,416,-4.26655
Bezier Euler,417,-4.34724
Bezier Euler,418,-4.45879
Bezier Euler,419,-4.60372
Bezier Euler,420,-4.78457
Bezier Euler,421,-5.0143
Bezier Euler,422,-5.30024
Bezier Euler,423,-5.63646
Bezier Euler,424,-6.01705
Bezier Euler,425,-6.4361
Bezier Euler,426,-6.88768
Bezier Euler,427,-7.36588
Bezier Euler,428,-7.86478
Bezier Euler,429,-8.37847
Bezier Euler,430,-8.90102
Bezier Euler,431,-9.42653
Bezier Euler,432,-9.94908
Bezier Euler,433,-10.4627
Bezier Euler,434,-10.9616
Bezier Euler,435,-11.4398
Bezier Euler,436,-11.8913
Bezier Euler,437,-12.3102
Bezier Euler,438,-12.6907
Bezier Euler,439,-13.0269
Bezier Euler,440,-13.3127
Bezier Euler,441,-13.5423
Bezier Euler,442,-13.7326
Bezier Euler,443,-13.9041
Bezier Euler,444,-14.0565
Bezier Euler,445,-14.1895
Bezier Euler,446,-14.3028
Bezier Euler,447,-14.396
Bezier Euler,448,-14.4688
Bezier Euler,449,-14.5209
Bezier Euler,450,-14.552
Bezier Euler,451,-14.5617
Bezier Euler,452,-14.5497
Bezier Euler,453,-14.5157
Bezier Euler,454,-14.4593
Bezier Euler,455,-14.3803
Bezier Euler,456,-14.2783
Bezier Euler,457,-14.1529
Bezier Euler,458,-14.0039
Bezier Euler,459,-13.8309
Bezier Euler,460,-13.6336
Bezier Euler,461,-13.4117
Bezier Euler,462,-13.1648
Bezier Euler,463,-12.6949
Bezier Euler,464,-11.8439
Bezier Euler,465,-10.6714
Bezier Euler,466,-9.23723
Bezier Euler,467,-7.60099
Bezier Euler,468,-5.82239
Bezier Euler,469,-3.9611
Bezier Euler,470,-2.07681
Bezier Euler,471,-0.22921
Bezier Euler,472,1.52202
Bezier Euler,473,3.1172
Bezier Euler,474,4.49664
Bezier Euler,475,5.60066
Bezier Euler,476,6.36958
Bezier Euler,477,6.7437
Bezier Euler,478,6.66335
Bezier Euler,479,6.06883
Bezier Euler,480,4.90048
Bezier Euler,481,3.09859
Bezier Euler,482,0.603495
Bezier Euler,483,-2.6445
Bezier Euler,484,-6.83738
Bezier Euler,485,-12.0571
Bezier Euler,486,-18.1984
Bezier Euler,487,-25.1558
Bezier Euler,488,-32.8241
Bezier Euler,489,-41.0978
Bezier Euler,490,-49.8717
Bezier Euler,491,-59.0404
Bezier Euler,492,-68.4985
Bezier Euler,493,-78.1407
Bezier Euler,494,-87.8617
Bezier Euler,495,-97.556
Bezier Euler,496,-107.118
Bezier Euler,497,-116.444
Bezier Euler,498,-125.426
Bezier Euler,499,-133.961
